rows=8433
cols=3180
(1, 1321, 303)
(1, 1322, -769)
(1, 1367, 603)
(1, 1373, -662)
(1, 1379, 923)
(1, 1381, 137)
(1, 1398, -684)
(1, 1403, -562)
(1, 1406, -228)
(1, 1410, -867)
(1, 1419, 512)
(1, 1451, 737)
(1, 1459, 516)
(1, 1462, -694)
(1, 1467, -343)
(1, 1468, 1020)
(1, 1489, -593)
(1, 1492, 741)
(1, 1499, 734)
(1, 1503, 651)
(1, 1531, 944)
(1, 1532, 409)
(1, 1535, -352)
(1, 1553, 610)
(1, 1583, 304)
(1, 1596, -749)
(1, 1634, 773)
(1, 1640, 831)
(1, 1648, 981)
(1, 1682, -526)
(1, 1719, -571)
(1, 1730, 929)
(1, 1783, -683)
(1, 1788, -939)
(1, 1803, 639)
(1, 1884, -592)
(1, 1904, 549)
(1, 1950, -721)
(1, 1997, -351)
(1, 2018, 172)
(1, 2036, -424)
(1, 2098, -543)
(1, 2198, 626)
(1, 2202, -857)
(1, 2379, -749)
(1, 2397, 334)
(1, 2478, -514)
(1, 2489, -253)
(1, 2520, 473)
(1, 2535, 750)
(1, 2564, 533)
(1, 2567, 691)
(1, 2582, 1014)
(1, 2585, -890)
(1, 2598, 650)
(1, 2668, -980)
(1, 2682, -977)
(1, 2692, 595)
(1, 2711, -497)
(1, 2785, 948)
(1, 2787, 206)
(1, 2796, -519)
(1, 2799, -732)
(1, 2837, 802)
(1, 2872, 640)
(1, 2875, 758)
(1, 2948, -795)
(1, 3050, -1005)
(1, 3177, 785)
(2, 1, 843)
(2, 15, -275)
(2, 30, -670)
(2, 52, 56)
(2, 106, 240)
(2, 130, -791)
(2, 137, -896)
(2, 146, 693)
(2, 170, -1017)
(2, 208, -904)
(2, 223, 924)
(2, 226, 256)
(2, 245, -914)
(2, 249, -585)
(2, 261, -912)
(2, 264, 856)
(2, 273, 241)
(2, 287, -934)
(2, 348, -841)
(2, 364, -561)
(2, 372, 381)
(2, 379, -988)
(2, 459, 887)
(2, 468, -612)
(2, 494, 648)
(2, 498, -694)
(2, 500, -1014)
(2, 502, -1014)
(2, 511, -980)
(2, 512, 218)
(2, 516, -726)
(2, 520, -988)
(2, 531, 32)
(2, 558, -604)
(2, 568, -727)
(2, 571, -405)
(2, 583, -966)
(2, 585, 90)
(2, 647, 995)
(2, 655, 799)
(2, 664, -978)
(2, 687, -814)
(2, 689, -733)
(2, 710, -707)
(2, 754, -650)
(2, 764, 436)
(2, 772, -102)
(2, 787, -732)
(2, 790, 355)
(2, 794, -967)
(2, 805, -150)
(2, 837, -815)
(2, 846, -869)
(2, 848, -945)
(2, 873, -911)
(2, 889, -253)
(2, 894, 460)
(2, 906, -291)
(2, 938, 762)
(2, 957, -700)
(2, 967, -801)
(2, 969, 895)
(2, 990, 728)
(2, 991, -671)
(2, 1002, -696)
(2, 1003, -597)
(2, 1008, -559)
(2, 1018, -603)
(2, 1026, -733)
(2, 1051, -292)
(2, 1061, -545)
(2, 1066, -924)
(2, 1068, -1000)
(2, 1081, -658)
(2, 1104, -248)
(2, 1111, -364)
(2, 1118, 144)
(2, 1119, 744)
(2, 1135, -618)
(2, 1200, 967)
(2, 1202, 662)
(2, 1232, -947)
(2, 1238, 44)
(2, 1315, 647)
(2, 1320, 700)
(2, 1332, -723)
(2, 1346, -596)
(2, 1352, -888)
(2, 1359, 886)
(2, 1370, -706)
(2, 1411, -344)
(2, 1424, 944)
(2, 1439, -88)
(2, 1447, 455)
(2, 1452, 870)
(2, 1454, -558)
(2, 1482, 805)
(2, 1498, -411)
(2, 1526, 515)
(2, 1544, -889)
(2, 1550, -527)
(2, 1578, 37)
(2, 1583, -962)
(2, 1618, -557)
(2, 1754, 630)
(2, 1889, 726)
(2, 1904, 768)
(2, 2038, -664)
(2, 2057, -311)
(2, 2065, -714)
(2, 2290, 697)
(2, 2337, 876)
(2, 2363, 208)
(2, 2385, -625)
(2, 2418, -861)
(2, 2548, -760)
(2, 2580, -638)
(2, 2765, -947)
(2, 2804, -526)
(2, 2834, 394)
(2, 3023, -34)
(2, 3030, -942)
(2, 3052, -807)
(2, 3053, 795)
(2, 3054, 10)
(2, 3076, -545)
(2, 3166, -339)
(3, 7, -764)
(3, 13, 392)
(3, 17, 644)
(3, 26, -823)
(3, 30, -393)
(3, 68, -915)
(3, 83, 729)
(3, 110, 970)
(3, 139, -502)
(3, 149, 784)
(3, 158, -532)
(3, 161, 811)
(3, 167, 111)
(3, 199, -775)
(3, 202, -546)
(3, 216, 572)
(3, 219, -397)
(3, 238, -772)
(3, 242, -858)
(3, 243, 817)
(3, 263, 540)
(3, 266, 601)
(3, 283, 904)
(3, 298, -639)
(3, 326, -985)
(3, 331, 169)
(3, 365, 653)
(3, 376, -990)
(3, 387, 723)
(3, 409, -329)
(3, 424, 185)
(3, 428, 631)
(3, 434, -874)
(3, 447, 578)
(3, 474, -553)
(3, 523, 797)
(3, 532, -723)
(3, 541, -887)
(3, 551, 485)
(3, 590, 511)
(3, 610, -605)
(3, 619, -429)
(3, 621, 852)
(3, 626, -644)
(3, 637, -806)
(3, 660, -533)
(3, 669, -264)
(3, 684, -737)
(3, 704, 1009)
(3, 713, 5)
(3, 739, 954)
(3, 746, -608)
(3, 769, -653)
(3, 785, 959)
(3, 786, -561)
(3, 792, 326)
(3, 811, 693)
(3, 827, 748)
(3, 855, -674)
(3, 864, -561)
(3, 865, -249)
(3, 876, 1014)
(3, 883, 310)
(3, 891, -654)
(3, 893, 515)
(3, 899, -665)
(3, 934, -670)
(3, 957, 992)
(3, 963, 349)
(3, 965, -933)
(3, 988, 120)
(3, 995, 850)
(3, 1013, 298)
(3, 1028, 863)
(3, 1036, 959)
(3, 1052, -679)
(3, 1054, 592)
(3, 1067, 776)
(3, 1073, 516)
(3, 1074, -953)
(3, 1081, 994)
(3, 1086, -898)
(3, 1126, 87)
(3, 1128, 988)
(3, 1134, 514)
(3, 1140, -987)
(3, 1141, 693)
(3, 1153, 601)
(3, 1161, -422)
(3, 1191, -534)
(3, 1194, 961)
(3, 1219, 27)
(3, 1229, 373)
(3, 1231, -361)
(3, 1259, 702)
(3, 1277, 118)
(3, 1286, -941)
(3, 1291, -1022)
(3, 1303, 984)
(3, 1323, 578)
(3, 1325, -1009)
(3, 1328, -947)
(3, 1334, -351)
(3, 1342, -1044)
(3, 1362, 638)
(3, 1370, 119)
(3, 1381, 747)
(3, 1382, -990)
(3, 1390, -462)
(3, 1403, -589)
(3, 1410, -951)
(3, 1415, -689)
(3, 1436, 23)
(3, 1441, 345)
(3, 1455, 232)
(3, 1459, -979)
(3, 1466, 996)
(3, 1476, -837)
(3, 1480, -566)
(3, 1499, 653)
(3, 1509, 934)
(3, 1532, -628)
(3, 1536, 516)
(3, 1538, -137)
(3, 1547, 304)
(3, 1567, 709)
(3, 1589, 252)
(3, 1660, -485)
(3, 1725, -755)
(3, 1733, 389)
(3, 1847, -558)
(3, 1850, -628)
(3, 1854, -949)
(3, 1910, -961)
(3, 1947, -203)
(3, 2075, 851)
(3, 2080, 392)
(3, 2141, -412)
(3, 2190, -1018)
(3, 2236, -719)
(3, 2338, -207)
(3, 2369, -713)
(3, 2375, 4)
(3, 2409, 906)
(3, 2418, 772)
(3, 2423, 622)
(3, 2438, -656)
(3, 2453, -783)
(3, 2605, -929)
(3, 2751, 166)
(3, 2860, 542)
(3, 2861, -1017)
(3, 2891, -329)
(3, 2906, -572)
(3, 2924, 679)
(3, 2961, 316)
(3, 2992, 922)
(3, 3062, -1007)
(3, 3121, -508)
(3, 3141, -678)
(3, 3158, 908)
(3, 3179, -57)
(4, 31, 671)
(4, 46, -391)
(4, 55, 845)
(4, 56, 724)
(4, 87, -507)
(4, 88, -343)
(4, 90, 555)
(4, 101, 998)
(4, 103, 590)
(4, 123, 904)
(4, 140, 555)
(4, 170, -417)
(4, 184, 110)
(4, 193, 673)
(4, 195, 740)
(4, 236, -343)
(4, 247, -816)
(4, 276, -46)
(4, 279, 629)
(4, 296, 782)
(4, 354, -764)
(4, 384, 517)
(4, 388, 633)
(4, 410, 942)
(4, 416, 777)
(4, 428, 1000)
(4, 433, 862)
(4, 434, 764)
(4, 438, 733)
(4, 452, -337)
(4, 462, 88)
(4, 472, 765)
(4, 493, -1004)
(4, 529, 767)
(4, 563, -49)
(4, 600, 842)
(4, 625, -326)
(4, 631, 911)
(4, 651, -975)
(4, 669, 1001)
(4, 685, 519)
(4, 694, 565)
(4, 698, 694)
(4, 704, -864)
(4, 710, -484)
(4, 720, -823)
(4, 726, 760)
(4, 729, 406)
(4, 749, 631)
(4, 775, 836)
(4, 788, 676)
(4, 791, 739)
(4, 795, 975)
(4, 801, 722)
(4, 802, -380)
(4, 811, -711)
(4, 814, -156)
(4, 824, 808)
(4, 831, 662)
(4, 832, 916)
(4, 835, -921)
(4, 846, -718)
(4, 871, -50)
(4, 889, 53)
(4, 892, 867)
(4, 900, 896)
(4, 925, 671)
(4, 934, 585)
(4, 937, 686)
(4, 950, -642)
(4, 952, -895)
(4, 964, -188)
(4, 993, 781)
(4, 996, 957)
(4, 1047, 776)
(4, 1057, -913)
(4, 1059, 737)
(4, 1082, 682)
(4, 1087, -355)
(4, 1091, 96)
(4, 1097, 436)
(4, 1163, 517)
(4, 1175, 146)
(4, 1197, -329)
(4, 1207, 717)
(4, 1211, 229)
(4, 1222, 926)
(4, 1239, 968)
(4, 1249, 722)
(4, 1257, 657)
(4, 1272, 885)
(4, 1280, 849)
(4, 1287, 543)
(4, 1290, -62)
(4, 1306, 215)
(4, 1310, 633)
(4, 1314, 421)
(4, 1324, 598)
(4, 1332, -1)
(4, 1354, 868)
(4, 1373, 720)
(4, 1389, 816)
(4, 1398, 735)
(4, 1411, 983)
(4, 1430, -180)
(4, 1442, 843)
(4, 1449, 255)
(4, 1452, -569)
(4, 1469, 628)
(4, 1475, 61)
(4, 1489, 580)
(4, 1496, -516)
(4, 1508, 663)
(4, 1512, -579)
(4, 1519, -71)
(4, 1521, 241)
(4, 1532, -443)
(4, 1537, -1001)
(4, 1541, -1020)
(4, 1573, 933)
(4, 1575, 992)
(4, 1584, 773)
(4, 1643, -412)
(4, 1652, 663)
(4, 1663, 1002)
(4, 1698, 857)
(4, 1722, 609)
(4, 1807, 712)
(4, 1828, 876)
(4, 1856, -288)
(4, 1932, 625)
(4, 1965, -495)
(4, 1983, -115)
(4, 2030, 664)
(4, 2041, 157)
(4, 2094, -166)
(4, 2095, 785)
(4, 2124, 378)
(4, 2133, 665)
(4, 2168, 722)
(4, 2173, -112)
(4, 2177, 202)
(4, 2198, 648)
(4, 2203, 768)
(4, 2244, 705)
(4, 2264, -1017)
(4, 2277, -522)
(4, 2284, 945)
(4, 2298, 374)
(4, 2428, 652)
(4, 2558, 914)
(4, 2571, 724)
(4, 2606, 536)
(4, 2690, 563)
(4, 2691, 517)
(4, 2761, -79)
(4, 2764, -167)
(4, 2766, -66)
(4, 2814, -864)
(4, 2876, -772)
(4, 2900, 281)
(4, 3011, 679)
(4, 3042, 924)
(4, 3063, -587)
(4, 3076, 964)
(4, 3135, -1003)
(4, 3163, 235)
(4, 3179, -510)
(5, 5, 986)
(5, 32, 273)
(5, 51, -805)
(5, 65, -650)
(5, 78, -842)
(5, 98, 942)
(5, 99, 666)
(5, 105, 564)
(5, 116, -766)
(5, 130, 725)
(5, 146, 827)
(5, 192, 94)
(5, 198, -696)
(5, 258, -953)
(5, 261, -824)
(5, 262, 763)
(5, 278, -725)
(5, 289, -425)
(5, 295, 149)
(5, 325, -100)
(5, 331, -464)
(5, 368, 963)
(5, 369, 541)
(5, 398, 437)
(5, 399, -148)
(5, 401, 626)
(5, 431, 128)
(5, 447, 1019)
(5, 457, -672)
(5, 508, -264)
(5, 537, -545)
(5, 549, 744)
(5, 555, -39)
(5, 573, -702)
(5, 575, -465)
(5, 578, 636)
(5, 580, 855)
(5, 584, 923)
(5, 594, -918)
(5, 605, -7)
(5, 612, 900)
(5, 630, 567)
(5, 634, 430)
(5, 641, 691)
(5, 664, 9)
(5, 680, 41)
(5, 724, -165)
(5, 732, 955)
(5, 770, 649)
(5, 799, -380)
(5, 845, 595)
(5, 853, 689)
(5, 858, -940)
(5, 890, 444)
(5, 895, 841)
(5, 901, -1007)
(5, 919, 869)
(5, 921, -721)
(5, 930, 155)
(5, 932, 406)
(5, 943, -1004)
(5, 948, 542)
(5, 993, -973)
(5, 1018, -683)
(5, 1020, 176)
(5, 1027, -777)
(5, 1047, 90)
(5, 1050, 573)
(5, 1056, 559)
(5, 1058, -656)
(5, 1063, -583)
(5, 1065, 812)
(5, 1086, 712)
(5, 1121, -704)
(5, 1142, 832)
(5, 1143, 802)
(5, 1150, -615)
(5, 1153, 714)
(5, 1157, 795)
(5, 1170, 725)
(5, 1181, 667)
(5, 1182, -673)
(5, 1183, 722)
(5, 1192, -250)
(5, 1195, 889)
(5, 1197, 498)
(5, 1235, 586)
(5, 1246, -510)
(5, 1257, 789)
(5, 1294, 689)
(5, 1296, -531)
(5, 1297, -461)
(5, 1300, 623)
(5, 1339, 358)
(5, 1346, 201)
(5, 1359, 739)
(5, 1363, 922)
(5, 1369, 566)
(5, 1424, -978)
(5, 1465, 964)
(5, 1466, -724)
(5, 1488, 892)
(5, 1501, -608)
(5, 1506, 315)
(5, 1514, 973)
(5, 1522, -989)
(5, 1526, 1000)
(5, 1546, 781)
(5, 1551, 385)
(5, 1560, 724)
(5, 1564, 159)
(5, 1620, 305)
(5, 1630, -832)
(5, 1674, 23)
(5, 1709, 680)
(5, 1743, 675)
(5, 1836, 540)
(5, 1886, 1013)
(5, 1900, 530)
(5, 1928, 203)
(5, 1953, -472)
(5, 1969, 882)
(5, 1971, -938)
(5, 1975, 619)
(5, 2007, 856)
(5, 2108, 753)
(5, 2142, -900)
(5, 2170, -618)
(5, 2185, 967)
(5, 2213, -537)
(5, 2258, 876)
(5, 2279, 989)
(5, 2286, -344)
(5, 2305, 779)
(5, 2315, -523)
(5, 2366, 339)
(5, 2440, 532)
(5, 2477, 961)
(5, 2480, -624)
(5, 2547, 626)
(5, 2628, -842)
(5, 2656, 465)
(5, 2755, -864)
(5, 2778, 73)
(5, 2795, -915)
(5, 2810, 300)
(5, 2869, 567)
(5, 2885, 723)
(5, 2908, 675)
(5, 2966, 598)
(5, 3028, 942)
(5, 3040, -909)
(5, 3055, 632)
(5, 3070, 629)
(5, 3120, 848)
(6, 13, -926)
(6, 71, 333)
(6, 77, -922)
(6, 138, -643)
(6, 145, 918)
(6, 156, 790)
(6, 177, -670)
(6, 197, 96)
(6, 198, 572)
(6, 206, -360)
(6, 226, 549)
(6, 235, -781)
(6, 266, 910)
(6, 298, -62)
(6, 303, -465)
(6, 315, -645)
(6, 363, -580)
(6, 365, 533)
(6, 372, 20)
(6, 391, 802)
(6, 395, -765)
(6, 426, -569)
(6, 441, -523)
(6, 444, 233)
(6, 473, -40)
(6, 477, -615)
(6, 491, 63)
(6, 604, 167)
(6, 622, 690)
(6, 715, -639)
(6, 756, -712)
(6, 764, -939)
(6, 793, 955)
(6, 812, -720)
(6, 815, 1023)
(6, 849, -696)
(6, 874, 979)
(6, 893, 607)
(6, 912, -885)
(6, 929, 529)
(6, 930, -756)
(6, 953, -21)
(6, 976, 695)
(6, 1018, 721)
(6, 1051, -747)
(6, 1062, 622)
(6, 1072, 777)
(6, 1095, -809)
(6, 1138, -889)
(6, 1139, 103)
(6, 1201, 281)
(6, 1268, 487)
(6, 1333, -650)
(6, 1336, 623)
(6, 1364, 145)
(6, 1380, -548)
(6, 1440, 908)
(6, 1473, -644)
(6, 1475, 878)
(6, 1515, 284)
(6, 1522, -775)
(6, 1530, 714)
(6, 1547, 383)
(6, 1549, -1012)
(6, 1551, 743)
(6, 1554, 690)
(6, 1570, 856)
(6, 1631, -758)
(6, 1641, -563)
(6, 1695, -864)
(6, 1724, 928)
(6, 1729, -755)
(6, 1904, -865)
(6, 1924, 617)
(6, 1938, -810)
(6, 2099, -740)
(6, 2100, -316)
(6, 2105, -952)
(6, 2135, -637)
(6, 2185, 549)
(6, 2221, -924)
(6, 2248, 924)
(6, 2391, -551)
(6, 2401, 231)
(6, 2437, -553)
(6, 2635, 539)
(6, 2655, 532)
(6, 2670, 739)
(6, 2692, -890)
(6, 2803, -530)
(6, 2923, 396)
(6, 3000, 798)
(6, 3051, -618)
(6, 3061, -925)
(7, 4, -988)
(7, 19, -597)
(7, 33, -747)
(7, 35, -925)
(7, 40, -547)
(7, 71, -930)
(7, 80, -571)
(7, 102, 426)
(7, 111, 594)
(7, 113, 591)
(7, 116, -766)
(7, 128, 6)
(7, 132, -966)
(7, 134, 327)
(7, 161, -677)
(7, 202, 652)
(7, 215, -700)
(7, 227, 2)
(7, 239, 652)
(7, 245, -533)
(7, 255, 569)
(7, 260, -491)
(7, 268, 287)
(7, 269, 690)
(7, 281, -825)
(7, 282, 45)
(7, 286, -428)
(7, 289, -386)
(7, 293, -699)
(7, 310, -970)
(7, 314, 500)
(7, 332, -969)
(7, 337, -558)
(7, 355, 801)
(7, 375, -691)
(7, 386, -719)
(7, 389, -823)
(7, 408, -962)
(7, 423, 69)
(7, 424, -841)
(7, 437, -896)
(7, 438, -14)
(7, 453, -688)
(7, 469, -946)
(7, 470, -556)
(7, 478, -544)
(7, 485, -840)
(7, 489, -744)
(7, 491, -547)
(7, 506, -929)
(7, 509, -290)
(7, 510, -673)
(7, 553, -537)
(7, 575, -636)
(7, 588, -623)
(7, 593, -865)
(7, 602, -1020)
(7, 604, 1667)
(7, 625, 19)
(7, 632, -806)
(7, 642, -712)
(7, 649, -1005)
(7, 653, -682)
(7, 656, 705)
(7, 675, 426)
(7, 683, -894)
(7, 691, 610)
(7, 710, -549)
(7, 712, -864)
(7, 723, -156)
(7, 737, -521)
(7, 741, -941)
(7, 747, -767)
(7, 763, -295)
(7, 767, -773)
(7, 778, -850)
(7, 788, -591)
(7, 809, 610)
(7, 811, -985)
(7, 812, 509)
(7, 828, -704)
(7, 836, -601)
(7, 858, 151)
(7, 866, 152)
(7, 869, -744)
(7, 889, 242)
(7, 892, -997)
(7, 927, -965)
(7, 949, 233)
(7, 956, -787)
(7, 971, 430)
(7, 978, 548)
(7, 1002, -514)
(7, 1008, 147)
(7, 1014, 743)
(7, 1018, 156)
(7, 1023, 817)
(7, 1026, -747)
(7, 1037, 37)
(7, 1044, 829)
(7, 1046, -395)
(7, 1047, -515)
(7, 1050, -638)
(7, 1063, 96)
(7, 1064, -490)
(7, 1065, -970)
(7, 1075, 204)
(7, 1076, -854)
(7, 1095, -536)
(7, 1101, 129)
(7, 1115, 1021)
(7, 1121, -163)
(7, 1132, -635)
(7, 1157, -525)
(7, 1159, 505)
(7, 1162, -336)
(7, 1164, -530)
(7, 1199, -819)
(7, 1201, -405)
(7, 1205, -881)
(7, 1207, 770)
(7, 1213, -41)
(7, 1216, -191)
(7, 1234, -798)
(7, 1271, -679)
(7, 1287, 718)
(7, 1311, -516)
(7, 1319, -685)
(7, 1322, 863)
(7, 1331, -19)
(7, 1350, -798)
(7, 1357, 715)
(7, 1395, 576)
(7, 1405, -298)
(7, 1423, -583)
(7, 1462, 732)
(7, 1475, 820)
(7, 1478, 632)
(7, 1480, 810)
(7, 1519, -807)
(7, 1521, -743)
(7, 1530, -549)
(7, 1547, -993)
(7, 1555, -628)
(7, 1556, -842)
(7, 1561, -4)
(7, 1573, -165)
(7, 1575, -964)
(7, 1584, -998)
(7, 1668, -832)
(7, 1695, -619)
(7, 1755, -861)
(7, 1861, -910)
(7, 1862, -578)
(7, 1965, 253)
(7, 1995, 578)
(7, 2006, -952)
(7, 2023, -589)
(7, 2036, -822)
(7, 2038, 721)
(7, 2111, -401)
(7, 2120, -848)
(7, 2152, -756)
(7, 2164, 808)
(7, 2238, -634)
(7, 2285, 770)
(7, 2303, 207)
(7, 2335, 1007)
(7, 2353, -746)
(7, 2365, -914)
(7, 2384, 957)
(7, 2393, 972)
(7, 2412, 793)
(7, 2425, 566)
(7, 2474, -526)
(7, 2501, -1023)
(7, 2755, -699)
(7, 2801, -525)
(7, 2809, -638)
(7, 2838, 768)
(7, 2839, -916)
(7, 2842, -540)
(7, 3019, 806)
(7, 3099, -923)
(7, 3104, -761)
(7, 3106, -793)
(7, 3146, 857)
(7, 3174, -866)
(8, 47, -616)
(8, 91, 584)
(8, 130, -212)
(8, 149, 665)
(8, 162, 569)
(8, 190, -516)
(8, 261, 426)
(8, 316, 443)
(8, 325, 680)
(8, 423, -1008)
(8, 478, 543)
(8, 509, -976)
(8, 534, -683)
(8, 577, -660)
(8, 580, 742)
(8, 666, -950)
(8, 677, 868)
(8, 755, -374)
(8, 768, 524)
(8, 774, -544)
(8, 783, 57)
(8, 793, -852)
(8, 806, 960)
(8, 830, 584)
(8, 837, 624)
(8, 890, -258)
(8, 983, -731)
(8, 997, -521)
(8, 1004, 790)
(8, 1005, 974)
(8, 1033, -952)
(8, 1148, 788)
(8, 1160, 441)
(8, 1165, -512)
(8, 1177, 558)
(8, 1178, -712)
(8, 1236, 596)
(8, 1252, -534)
(8, 1271, -793)
(8, 1275, 822)
(8, 1282, 615)
(8, 1330, -509)
(8, 1379, -504)
(8, 1380, -885)
(8, 1417, 357)
(8, 1423, 733)
(8, 1439, 564)
(8, 1461, 873)
(8, 1475, 27)
(8, 1507, -599)
(8, 1523, 1013)
(8, 1551, 483)
(8, 1567, 613)
(8, 1570, 727)
(8, 1576, 544)
(8, 1584, 913)
(8, 1618, -208)
(8, 1635, -548)
(8, 1943, -281)
(8, 1958, 915)
(8, 2026, -952)
(8, 2122, 824)
(8, 2177, -140)
(8, 2215, 3)
(8, 2316, -101)
(8, 2320, 566)
(8, 2632, -865)
(8, 2636, 559)
(8, 2646, 684)
(8, 2684, -313)
(8, 2685, 759)
(8, 2792, -103)
(8, 2846, 722)
(8, 3170, 325)
(8, 3172, 730)
(9, 22, -273)
(9, 39, 440)
(9, 117, -211)
(9, 134, 617)
(9, 153, -84)
(9, 195, -751)
(9, 252, -658)
(9, 266, -98)
(9, 283, -819)
(9, 307, -738)
(9, 336, 190)
(9, 355, -659)
(9, 375, -537)
(9, 428, 975)
(9, 448, 924)
(9, 472, -994)
(9, 475, 30)
(9, 481, 859)
(9, 482, 819)
(9, 497, 609)
(9, 505, -771)
(9, 507, 542)
(9, 550, -815)
(9, 594, -168)
(9, 660, 157)
(9, 712, 368)
(9, 714, 707)
(9, 751, 349)
(9, 800, 932)
(9, 876, -535)
(9, 919, -633)
(9, 925, 872)
(9, 1041, 749)
(9, 1085, -694)
(9, 1143, 914)
(9, 1192, 68)
(9, 1214, -507)
(9, 1235, 809)
(9, 1270, 598)
(9, 1289, 640)
(9, 1296, -1004)
(9, 1318, 832)
(9, 1326, -895)
(9, 1376, 945)
(9, 1393, 492)
(9, 1395, -779)
(9, 1507, -307)
(9, 1520, -598)
(9, 1699, -863)
(9, 1741, 451)
(9, 1981, -672)
(9, 2127, 964)
(9, 2321, 275)
(9, 2329, -286)
(9, 2363, -151)
(9, 2855, -218)
(9, 3041, -613)
(9, 3095, -606)
(10, 38, 353)
(10, 104, -699)
(10, 229, 994)
(10, 288, -694)
(10, 386, -790)
(10, 408, -924)
(10, 430, -679)
(10, 533, 822)
(10, 588, -889)
(10, 852, 932)
(10, 957, 785)
(10, 1035, -952)
(10, 1074, 939)
(10, 1119, 672)
(10, 1236, -610)
(10, 1272, -492)
(10, 1401, -1013)
(10, 1840, 736)
(10, 1932, 730)
(10, 2119, 999)
(10, 2836, 694)
(10, 2858, 9)
(10, 2900, 160)
(10, 3054, -690)
(11, 30, 420)
(11, 66, 929)
(11, 73, 350)
(11, 75, 856)
(11, 87, 1010)
(11, 98, -898)
(11, 123, -762)
(11, 128, -917)
(11, 129, 562)
(11, 132, 700)
(11, 149, -808)
(11, 179, -971)
(11, 229, -475)
(11, 274, -655)
(11, 286, 137)
(11, 299, 899)
(11, 300, 482)
(11, 314, -636)
(11, 338, -889)
(11, 347, -768)
(11, 354, -610)
(11, 368, -644)
(11, 369, 997)
(11, 391, -856)
(11, 399, 789)
(11, 425, 821)
(11, 431, -630)
(11, 432, 215)
(11, 448, -848)
(11, 496, 66)
(11, 504, -792)
(11, 506, -939)
(11, 535, -703)
(11, 546, 863)
(11, 547, -909)
(11, 576, -628)
(11, 588, -892)
(11, 643, -540)
(11, 666, 812)
(11, 668, -457)
(11, 681, -794)
(11, 746, 1002)
(11, 757, 580)
(11, 761, 367)
(11, 769, 672)
(11, 798, 811)
(11, 804, 888)
(11, 805, 844)
(11, 816, 488)
(11, 824, -529)
(11, 838, -804)
(11, 907, 271)
(11, 910, 783)
(11, 932, 111)
(11, 937, -795)
(11, 955, -96)
(11, 967, 984)
(11, 999, 715)
(11, 1011, 56)
(11, 1041, -298)
(11, 1064, 561)
(11, 1153, -902)
(11, 1177, 337)
(11, 1182, 684)
(11, 1188, -934)
(11, 1207, -821)
(11, 1234, -689)
(11, 1252, -773)
(11, 1276, -761)
(11, 1307, 619)
(11, 1310, -208)
(11, 1332, -790)
(11, 1335, 384)
(11, 1337, 241)
(11, 1342, 270)
(11, 1362, 891)
(11, 1370, -786)
(11, 1396, -816)
(11, 1404, 444)
(11, 1408, 549)
(11, 1442, 1077)
(11, 1444, -825)
(11, 1448, -718)
